"usda_symbol","scientific_name","common_name","family","genus","usda_group"
"STCHC3","Stachys chamissonis Benth. var. cooleyae (A. Heller) G. Mulligan & D. Munro","coastal hedgenettle",,"Stachys","Dicot"
"STCO9","Stachys cordata Riddell","heartleaf hedgenettle",,"Stachys","Dicot"
"STCOD2","Streptanthus cordatus Nutt. var. duranii Jeps.","heartleaf twistflower",,"Streptanthus","Dicot"
"STCR10","Stachys cretica L. [excluded]",,,"Stachys","Dicot"
"STCR2","Stellaria crispa Cham. & Schltdl.","curled starwort",,"Stellaria","Dicot"
"STDUF","Stenandrium dulce (Cav.) Nees var. floridanum A. Gray","sweet shaggytuft",,"Stenandrium","Dicot"
"STEIN2","Steinia Körb.","steinia lichen",,"Steinia","Lichen"
"STEL6","Staurothele elenkinii Oksner",,,"Staurothele","Lichen"
"STEM4","Strophanthus eminii Asch. & Pax ex Pax","Emin's strophanthus",,"Strophanthus","Dicot"
"STEXC2","Stephanomeria exigua Nutt. ssp. carotifera (Hoover) Gottlieb","whiteplume wirelettuce",,"Stephanomeria","Dicot"
"STFIA2","Stuckenia filiformis (Pers.) Börner ssp. alpina (Blytt) Haynes, D.H. Les & M. Kral","fineleaf pondweed",,"Stuckenia","Monocot"
"STFL2","Stenogonum flexum (M.E. Jones) Reveal & J.T. Howell","bent two-whorl buckwheat",,"Stenogonum","Dicot"
"STGE","Stachys germanica L.","German hedgenettle",,"Stachys","Dicot"
"STGN","Stylocline gnaphalioides Nutt.","mountain neststraw",,"Stylocline","Dicot"
"STGR13","Stipa grandis P.A. Smirn.","needlegrass",,"Stipa","Monocot"
"STJA4","Strigula jamesii (Swinscow) R.C. Harris","James' strigula lichen",,"Strigula","Lichen"
"STKA3","Stenogyne kanehoana O. Deg. & Sherff","Oahu stenogyne",,"Stenogyne","Dicot"
"STKE","Stenogyne kealiae Wawra","Keal's stenogyne",,"Stenogyne","Dicot"
"STKL","Stipa klemenzii Roshev.","needlegrass",,"Stipa","Monocot"
"STLA17","Stemodia lanata Sessé & Moc. ex Benth.","gray-woolly twintip",,"Stemodia","Dicot"
"STLAL5","Stenorrhynchos lanceolatum (Aubl.) Rich. var. lanceolatum ","leafless beaked lady orchid",,"Stenorrhynchos","Monocot"
"STLOL7","Stellaria longipes Goldie ssp. longipes ","longstalk starwort",,"Stellaria","Dicot"
"STMA3","Stenogyne macrantha Benth.","Hawai'i stenogyne",,"Stenogyne","Dicot"
"STMIM","Stephanomeria minor (Hook.) Nutt. var. minor ","narrowleaf wirelettuce",,"Stephanomeria","Dicot"
"STMIU2","Stephanomeria minor (Hook.) Nutt. var. uintaensis (Goodrich & S.L. Welsh) Kartesz","Uinta wirelettuce",,"Stephanomeria","Dicot"
"STNIG","Stenaria nigricans (Lam.) Terrell var. gypsophila (B.L. Turner) Terrell","diamond-flowers",,"Stenaria","Dicot"
"STPA5","Stillingia paucidentata S. Watson","Mojave toothleaf",,"Stillingia","Dicot"
"STPI9","Stegonia pilifera (Brid.) H.A. Crum & L.E. Anderson","stegonia moss",,"Stegonia","Moss"
"STPIP5","Stachys pilosa Nutt. var. pilosa ","hairy hedgenettle",,"Stachys","Dicot"
"STPU3","Stigmaphyllon puberum (Rich.) A. Juss.","South American Amazonvine",,"Stigmaphyllon","Dicot"
"STRE4","Styrax redivivus (Torr.) L.C. Wheeler","drug snowbell",,"Styrax","Dicot"
"STREP3","Streptopus Michx.","twistedstalk",,"Streptopus","Monocot"
"STRU8","Staurothele rugosa J.W. Thomson",,,"Staurothele","Lichen"
"STSE5","Stenogyne sessilis Benth.","fuzzyflower stenogyne",,"Stenogyne","Dicot"
"STSYS2","Stillingia sylvatica L. ssp. sylvatica ","queen's-delight",,"Stillingia","Dicot"
"STTI","Stictocardia tiliifolia (Desr.) Hallier f.","spottedheart",,"Stictocardia","Dicot"
"STTI3","Stipa tirsa Steven",,,"Stipa","Monocot"
"STTOR","Stanleya tomentosa Parry var. runcinata (Rydb.) Rollins","woolly princesplume",,"Stanleya","Dicot"
"STVA6","Stenomesson variegatum (Ruiz & Pav.) J.F. Macbr.",,,"Stenomesson","Monocot"
"STVA8","Stuckenia vaginata (Turcz.) Holub","sheathed pondweed",,"Stuckenia","Monocot"
"STYRA","Styrax L.","snowbell",,"Styrax","Dicot"
"SUMAR","Suaeda maritima (L.) Dumort. ssp. richii (Fernald) Bassett & C.W. Crompton","Rich's seepweed",,"Suaeda","Dicot"
"SUMO","Suaeda moquinii (Torr.) Greene","Mojave seablite",,"Suaeda","Dicot"
"SYAD","Symphyotrichum adnatum (Nutt.) G.L. Nesom","scaleleaf aster",,"Symphyotrichum","Dicot"
"SYAN3","Symphyotrichum anticostense (Fernald) G.L. Nesom","Anticosti Island aster",,"Symphyotrichum","Dicot"
"SYCHC","Symphyotrichum chilense (Nees) G.L. Nesom var. chilense ","Pacific aster",,"Symphyotrichum","Dicot"
"SYCI","Symphyotrichum ciliolatum (Lindl.) Á. Löve & D. Löve","Lindley's aster",,"Symphyotrichum","Dicot"
"SYDRT","Symphyotrichum drummondii (Lindl.) G.L. Nesom var. texanum (Burgess) G.L. Nesom","Drummond's aster",,"Symphyotrichum","Dicot"
"SYDU2","Symphyotrichum dumosum (L.) G.L. Nesom","rice button aster",,"Symphyotrichum","Dicot"
"SYERE","Symphyotrichum ericoides (L.) G.L. Nesom var. ericoides ","white heath aster",,"Symphyotrichum","Dicot"
"SYEX","Symphyotrichum expansum (Poepp. ex Spreng.) G.L. Nesom","southwestern annual saltmarsh aster",,"Symphyotrichum","Dicot"
"SYFAC","Symphyotrichum falcatum (Lindl.) G.L. Nesom var. commutatum (Torr. & A. Gray) G.L. Nesom","white prairie aster",,"Symphyotrichum","Dicot"
"SYFO2","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom","alpine leafybract aster",,"Symphyotrichum","Dicot"
"SYFOA","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. apricum (A. Gray) G.L. Nesom","alpine leafybract aster",,"Symphyotrichum","Dicot"
"SYLA2","Symplocos lanata Krug & Urb.","nispero cimarron",,"Symplocos","Dicot"
"SYLA9","Symphyotrichum laurentianum (Fernald) G.L. Nesom","Gulf of St. Lawrence aster",,"Symphyotrichum","Dicot"
"SYLAA","Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. angustifolium (Wiegand) G.L. Nesom","calico aster",,"Symphyotrichum","Dicot"
"SYLAH5","Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. horizontale (Desf.) G.L. Nesom","calico aster",,"Symphyotrichum","Dicot"
"SYLAH6","Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom var. hesperium ","white panicle aster",,"Symphyotrichum","Dicot"
"SYLAL4","Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum var. lanceolatum ","white panicle aster",,"Symphyotrichum","Dicot"
"SYLAS","Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. spatelliforme (Burgess) G.L. Nesom","calico aster",,"Symphyotrichum","Dicot"
"SYLO2","Symphyotrichum lowrieanum (Porter) G.L. Nesom","Lowrie's blue wood aster",,"Symphyotrichum","Dicot"
"SYMIH","Synthyris missurica (Raf.) Pennell ssp. hirsuta Pennell","western mountain kittentails",,"Synthyris","Dicot"
"SYNE2","Syzygium nervosum DC.","Daly River satinash",,"Syzygium","Dicot"
"SYNOE","Symphyotrichum novi-belgii (L.) G.L. Nesom var. elodes (Torr. & A. Gray) G.L. Nesom","New York aster",,"Symphyotrichum","Dicot"
"SYNON","Symphyotrichum novi-belgii (L.) G.L. Nesom var. novi-belgii ","New York aster",,"Symphyotrichum","Dicot"
"SYNOV","Symphyotrichum novi-belgii (L.) G.L. Nesom var. villicaule (A. Gray) J. Labrecque & L. Brouillet","hairy New York aster",,"Symphyotrichum","Dicot"
"SYOOO","Symphyotrichum oolentangiense (Riddell) G.L. Nesom var. oolentangiense ","skyblue aster",,"Symphyotrichum","Dicot"
"SYPAP2","Symphyotrichum patens (Aiton) G.L. Nesom var. patens ","late purple aster",,"Symphyotrichum","Dicot"
"SYPIP","Synthyris pinnatifida S. Watson var. pinnatifida ","featherleaf kittentails",,"Synthyris","Dicot"
"SYRA","Symphysia racemosa (Vahl) Stearn","leatherleaf eelvine",,"Symphysia","Dicot"
"SYRA2","Synthyris ranunculina Pennell","Charleston Mountain kittentails",,"Synthyris","Dicot"
"SYRA5","Symphyotrichum racemosum (Elliott) G.L. Nesom","smooth white oldfield aster",,"Symphyotrichum","Dicot"
"SYRO3","Symphyotrichum robynsianum (Rouss.) L. Brouillet & Labrecque","longleaf aster",,"Symphyotrichum","Dicot"
"SYSH","Symphyotrichum shortii (Lindl.) G.L. Nesom","Short's aster",,"Symphyotrichum","Dicot"
"SYSTE","Systenotheca Reveal & Hardham","spineflower",,"Systenotheca","Dicot"
"SYSU5","Symphyotrichum subulatum (Michx.) G.L. Nesom","eastern annual saltmarsh aster",,"Symphyotrichum","Dicot"
"SYTA","Symphyotrichum ×tardiflorum (L.) Greuter, Aghababian & Wagenitz [cordifolium × puniceum]","aster",,"Symphyotrichum","Dicot"
"SYTE6","Symphyotrichum tenuifolium (L.) G.L. Nesom","perennial saltmarsh aster",,"Symphyotrichum","Dicot"
"SYUN","Symphyotrichum undulatum (L.) G.L. Nesom","wavyleaf aster",,"Symphyotrichum","Dicot"
"SYUP","Symphytum ×uplandicum Nyman (pro sp.) [asperum × officinale]","comfrey",,"Symphytum","Dicot"
"SYUR","Symphyotrichum urophyllum (Lindl.) G.L. Nesom","white arrowleaf aster",,"Symphyotrichum","Dicot"
"TAAM","Tapeinidium amboynense (Hook.) C. Chr.","Amboina tapeinidium",,"Tapeinidium","Fern"
"TAAS","Taxodium ascendens Brongn.","pond cypress",,"Taxodium","Gymnosperm"
"TABA","Tanacetum balsamita L.","costmary",,"Tanacetum","Dicot"
"TACA5","Taraxacum californicum Munz & I.M. Johnst.","California dandelion",,"Taraxacum","Dicot"
"TACU3","Taxiphyllum cuspidifolium (Cardot) Z. Iwats.","toothleaf taxiphyllum moss",,"Taxiphyllum","Moss"
"TAER","Tagetes erecta L.","Aztec marigold",,"Tagetes","Dicot"
"TAGET","Tagetes L.","marigold",,"Tagetes","Dicot"
"TAHE","Tabebuia heterophylla (DC.) Britton","white cedar",,"Tabebuia","Dicot"
"TAKAK","Takakia S. Hattori & Inoue","Takakia",,"Takakia","Moss"
"TALE2","Tacca leontopetaloides (L.) Kuntze","batflower",,"Tacca","Monocot"
"TAOFC","Taraxacum officinale F.H. Wigg. ssp. ceratophorum (Ledeb.) Schinz ex Thell.","common dandelion",,"Taraxacum","Dicot"
"TAOFO","Taraxacum officinale F.H. Wigg. ssp. officinale ","common dandelion",,"Taraxacum","Dicot"
"TAPA9","Taraxacum palustre (Lyons) Symons","marsh dandelion",,"Taraxacum","Dicot"
"TARA","Tamarix ramosissima Ledeb.","saltcedar",,"Tamarix","Dicot"
"TAST","Tauschia stricklandii (J.M. Coult. & Rose) Mathias & Constance","Strickland's umbrellawort",,"Tauschia","Dicot"
"TATA","Taxiphyllum taxirameum (Mitt.) Fleisch.","taxiphyllum moss",,"Taxiphyllum","Moss"
"TATE3","Tauschia tenuissima (Geyer ex Hook.) Mathias & Constance","Leiberg's umbrellawort",,"Tauschia","Dicot"
"TAVU","Tanacetum vulgare L.","common tansy",,"Tanacetum","Dicot"
"TEACE","Tetraneuris acaulis (Pursh) Greene var. epunctata (A. Nelson) Kartesz & Gandhi","stemless four-nerve daisy",,"Tetraneuris","Dicot"
"TEAR60","Tephromela armeniaca (DC.) Hertel & Rambold","Armenia tephromela lichen",,"Tephromela","Lichen"
"TEATA","Tephroseris atropurpurea (Ledeb.) Holub ssp. atropurpurea ","arctic groundsel",,"Tephroseris","Dicot"
"TEATF2","Tephroseris atropurpurea (Ledeb.) Holub ssp. frigida (Richardson) Á. Löve & D. Löve","arctic groundsel",,"Tephroseris","Dicot"
"TEBR3","Tetrodontium brownianum (Dicks.) Schwägr.","Brown's tetrodontium moss",,"Tetrodontium","Moss"
"TECA3","Teucrium canadense L.","Canada germander",,"Teucrium","Dicot"
"TECA5","Tephrosia candida DC.","white hoarypea",,"Tephrosia","Dicot"
"TECA8","Tecoma capensis (Thunb.) Lindl.","Cape honeysuckle",,"Tecoma","Dicot"
"TECAC","Teucrium canadense L. var. canadense ","Canada germander",,"Teucrium","Dicot"
"TEFI","Tetradymia filifolia Greene","threadleaf horsebrush",,"Tetradymia","Dicot"
"TEFI3","Tectaria fimbriata (Willd.) Proctor & Lourteig","least halberd fern",,"Tectaria","Fern"
"TEFL","Tephrosia florida (F.G. Dietr.) C.E. Wood","Florida hoarypea",,"Tephrosia","Dicot"
"TEHA","Tetracoccus hallii Brandegee","Hall's shrubby-spurge",,"Tetracoccus","Dicot"
"TEHE4","Tetraneuris herbacea Greene","eastern fournerved daisy",,"Tetraneuris","Dicot"
"TEIN","Tectaria incisa Cav.","incised halberd fern",,"Tectaria","Fern"
"TEJA","Telesonix jamesii (Torr.) Raf.","James' telesonix",,"Telesonix","Dicot"
"TEKA3","Tetraplasandra kavaiensis (H. Mann) Sherff","'ohe'ohe",,"Tetraplasandra","Dicot"
"TEOA","Tetraplasandra oahuensis (A. Gray) Harms","'ohe mauka",,"Tetraplasandra","Dicot"
"TEON","Tephrosia onobrychoides Nutt.","multibloom hoarypea",,"Tephrosia","Dicot"
"TERE2","Tetragonotheca repanda (Buckley) Small","showy nerveray",,"Tetragonotheca","Dicot"
"TEROC","Tetramolopium rockii Sherff var. calcisabulorum (H. St. John) Lowrey","dune tetramolopium",,"Tetramolopium","Dicot"
"TEROR","Tetramolopium rockii Sherff var. rockii ","dune tetramolopium",,"Tetramolopium","Dicot"
"TESCS","Tetraneuris scaposa (DC.) Greene var. scaposa ","stemmy four-nerve daisy",,"Tetraneuris","Dicot"
"TESCV","Tetraneuris scaposa (DC.) Greene var. villosa (Shinners) Shinners","villous four-nerve daisy",,"Tetraneuris","Dicot"
"TESY","Tetramolopium sylvae Lowrey","seacliff tetramolopium",,"Tetramolopium","Dicot"
"TETO","Tetraneuris torreyana (Nutt.) Greene","Torrey's four-nerve daisy",,"Tetraneuris","Dicot"
"TEUN","Teramnus uncinatus (L.) Sw.","cresta de gallo blanco",,"Teramnus","Dicot"
"TEUR","Tetrazygia urbanii Cogn.","cenizo",,"Tetrazygia","Dicot"
"TEVI","Tephrosia virginiana (L.) Pers.","Virginia tephrosia",,"Tephrosia","Dicot"
"THAB2","Thelypteris abrupta (Desv.) Proctor","fairybit maiden fern",,"Thelypteris","Fern"
"THAE","Thelidium aeneovinosum (Anzi) Arnold","thelidium lichen",,"Thelidium","Lichen"
"THAMA","Thelypodiopsis ambigua (S. Watson) Al-Shehbaz var. ambigua ","Long Valley tumblemustard",,"Thelypodiopsis","Dicot"
"THBA","Thaspium barbinode (Michx.) Nutt.","hairyjoint meadowparsnip",,"Thaspium","Dicot"
"THBO","Thelypteris boydiae (D.C. Eaton) K. Iwats.","Boyd's maiden fern",,"Thelypteris","Fern"
"THBR","Thelypodium brachycarpum Torr.","shortpod thelypody",,"Thelypodium","Dicot"
"THCA7","Thelomma californicum (Tuck.) Tibell","California thelomma lichen",,"Thelomma","Lichen"
"THCA9","Thelotrema californicum Tuck.","California barnacle lichen",,"Thelotrema","Lichen"
"THCH","Thelypteris cheilanthoides (Kunze) Proctor","lip maiden fern",,"Thelypteris","Fern"
"THCR3","Thamnogala crombiei (Mudd) D. Hawksw.",,,"Thamnogala","Lichen"
"THCU","Thysanocarpus curvipes Hook.","sand fringepod",,"Thysanocarpus","Dicot"
"THDA","Thalictrum dasycarpum Fisch. & Avé-Lall.","purple meadow-rue",,"Thalictrum","Dicot"
"THELO4","Thelopsis Nyl.","thelopsis lichen",,"Thelopsis","Lichen"
"THFII","Thelesperma filifolium (Hook.) A. Gray var. intermedium (Rydb.) Shinners","stiff greenthread",,"Thelesperma","Dicot"
"THGE2","Thalia geniculata L.","bent alligator-flag",,"Thalia","Monocot"
"THGRG","Thermopsis gracilis Howell var. gracilis ","slender goldenbanner",,"Thermopsis","Dicot"
"THGRO","Thermopsis gracilis Howell var. ovata (B.L. Rob. ex Piper) M. Mendenhall","slender goldenbanner",,"Thermopsis","Dicot"
"THIN2","Thelypteris interrupta (Willd.) K. Iwats.","Willdenow's maiden fern",,"Thelypteris","Fern"
"THIN6","Thinopyrum intermedium (Host) Barkworth & D.R. Dewey","intermediate wheatgrass",,"Thinopyrum","Monocot"
"THMA2","Thermopsis macrophylla Hook. & Arn.","Santa Inez goldenbanner",,"Thermopsis","Dicot"
"THMI16","Thyridolepis mitchelliana (Nees) S.T. Blake",,,"Thyridolepis","Monocot"
"THOUI","Thouinia Poit.","thouinia",,"Thouinia","Dicot"
"THPH2","Thuidium philibertii Limpr.","Philibert's thuidium moss",,"Thuidium","Moss"
"THPO7","Thinopyrum ponticum (Podp.) Z.-W. Liu & R.-C. Wang","tall wheatgrass",,"Thinopyrum","Monocot"
"THPU2","Thalictrum pubescens Pursh","king of the meadow",,"Thalictrum","Dicot"
"THPU5","Thymus pulegioides L.","lemon thyme",,"Thymus","Dicot"
"THPY4","Thinopyrum pycnanthum (Godr.) Barkworth","tick quackgrass",,"Thinopyrum","Monocot"
"THRA","Thysanocarpus radians Benth.","ribbed fringepod",,"Thysanocarpus","Dicot"
"THRA2","Thrinax radiata Lodd. ex Schult. & Schult. f.","Florida thatch palm",,"Thrinax","Monocot"
"THRE5","Thelypteris reticulata (L.) Proctor","latticevein fern",,"Thelypteris","Fern"
"THSAO","Thelypodium sagittatum (Nutt. ex Torr. & A. Gray) Endl. ex Walp. ssp. ovalifolium (Rydb.) Al-Shehbaz","arrow thelypody",,"Thelypodium","Dicot"
"THSC","Thelypteris sclerophylla (Poepp. ex Spreng.) Morton","stiff maiden fern",,"Thelypteris","Fern"
"THSE4","Thymophylla setifolia Lag.","Texas pricklyleaf",,"Thymophylla","Dicot"
"THTE4","Thelypodium texanum (Cory) Rollins","Texas thelypody",,"Thelypodium","Dicot"
"THTET2","Thymophylla tenuiloba (DC.) Small var. texana (Cory) Strother","Texas bristleleaf",,"Thymophylla","Dicot"
"THTR8","Themeda triandra Forssk.","kangaroo grass",,"Themeda","Monocot"
"THYSA3","Thysanolaena Nees","tiger grass",,"Thysanolaena","Monocot"
"TIAJ","Tilingia ajanensis Regel & Tiling","false snowparsley",,"Tilingia","Dicot"
"TIAMA","Tilia americana L. var. americana ","American basswood",,"Tilia","Dicot"
"TIAMC","Tilia americana L. var. caroliniana (Mill.) Castigl.","Carolina basswood",,"Tilia","Dicot"
"TIAMH","Tilia americana L. var. heterophylla (Vent.) Loudon","American basswood",,"Tilia","Dicot"
"TICA2","Tidestromia carnosa (Steyerm.) I.M. Johnst.","fleshy honeysweet",,"Tidestromia","Dicot"
"TICOC2","Tiarella cordifolia L. var. cordifolia ","heartleaf foamflower",,"Tiarella","Dicot"
"TIFL2","Tillandsia flexuosa Sw.","twisted airplant",,"Tillandsia","Monocot"
"TIJA","Tilia japonica (Miq.) Simonk.","Japanese lime",,"Tilia","Dicot"
"TILA7","Tibouchina laxa (Desr.) Cogn.",,,"Tibouchina","Dicot"
"TINOE","Timmia norvegica J.E. Zetterst. var. excurrens Bryhn","Norwegian timmia moss",,"Timmia","Moss"
"TIPA","Tiquilia palmeri (A. Gray) A.T. Richardson","Palmer's crinklemat",,"Tiquilia","Dicot"
"TIPE","Tilia petiolaris DC.","pendent silver linden",,"Tilia","Dicot"
"TIRO","Tithonia rotundifolia (Mill.) S.F. Blake","clavel de muerto",,"Tithonia","Dicot"
"TISE2","Tibouchina semidecandra (Schrank & Mart. ex DC.) Cogn.","purple glory tree",,"Tibouchina","Dicot"
"TITRU","Tiarella trifoliata L. var. unifoliata (Hook.) Kurtz","oneleaf foamflower",,"Tiarella","Dicot"
"TIVA2","Tillandsia variabilis Schltdl.","leatherleaf airplant",,"Tillandsia","Monocot"
"TOAL","Townsendia alpigena Piper","Wyoming Townsend daisy",,"Townsendia","Dicot"
"TOALC","Townsendia alpigena Piper var. caelilinensis (S.L. Welsh) Kartesz & Gandhi","Wyoming Townsend daisy",,"Townsendia","Dicot"
"TOALM","Townsendia alpigena Piper var. minima (Eastw.) Dorn","Wyoming Townsend daisy",,"Townsendia","Dicot"
"TOFL5","Townsendia florifer (Hook.) A. Gray","showy Townsend daisy",,"Townsendia","Dicot"
"TOPAF","Torreyochloa pallida (Torr.) Church var. fernaldii (Hitchc.) Dore ex Koyama & Kawano","Fernald's false mannagrass",,"Torreyochloa","Monocot"
"TOPAP3","Torreyochloa pallida (Torr.) Church var. pauciflora (J. Presl) J.I. Davis","pale false mannagrass",,"Torreyochloa","Monocot"
"TOPR","Tortula princeps De Not.","tortula moss",,"Tortula","Moss"
"TORAD","Toxicodendron radicans (L.) Kuntze ssp. divaricatum (Greene) Gillis","eastern poison ivy",,"Toxicodendron","Dicot"
"TORAR","Toxicodendron radicans (L.) Kuntze ssp. radicans ","eastern poison ivy",,"Toxicodendron","Dicot"
"TORUR","Toninia ruginosa (Tuck.) Herre ssp. ruginosa ",,,"Toninia","Lichen"
"TORY","Toxicodendron rydbergii (Small ex Rydb.) Greene","western poison ivy",,"Toxicodendron","Dicot"
"TOST","Townsendia strigosa Nutt.","hairy Townsend daisy",,"Townsendia","Dicot"
"TRACH6","Trachyxiphium W.R. Buck","trachyxiphium moss",,"Trachyxiphium","Moss"
"TRAE6","Trapeliopsis aeneofusca (Flotow) Coppins & P. James",,,"Trapeliopsis","Lichen"
"TRAL11","Trifolium alpinum L.","alpine clover",,"Trifolium","Dicot"
"TRAL2","Tridens albescens (Vasey) Wooton & Standl.","white tridens",,"Tridens","Monocot"
"TRAN14","Trichosanthes anguina L.","snakegourd",,"Trichosanthes","Dicot"
"TRAN4","Trichomanes angustifrons (Fée) W. Boer","royal bristle fern",,"Trichomanes","Fern"
"TRAR10","Trichostomum arcticum Kaal.","arctic trichostomum moss",,"Trichostomum","Moss"
"TRAT","Trifolium attenuatum Greene","Rocky Mountain clover",,"Trifolium","Dicot"
"TRAU2","Trifolium aureum Pollich","golden clover",,"Trifolium","Dicot"
"TRBAA","Trifolium barbigerum Torr. var. andrewsii A. Gray","Andrews' clover",,"Trifolium","Dicot"
"TRBE","Tragus berteronianus Schult.","spiked bur grass",,"Tragus","Monocot"
"TRBI10","Trichomanes bipunctatum Poir.","two-dotted bristle fern",,"Trichomanes","Fern"
"TRBI7","Trifolium billardierei Spreng.","Labillardiere's clover",,"Trifolium","Dicot"
"TRBI9","Trichomanes bimarginatum (Bosch) Bosch","two-edged bristle fern",,"Trichomanes","Fern"
"TRBO","Trichomanes boschianum Sturm","Appalachian bristle fern",,"Trichomanes","Fern"
"TRBO6","Triticum boeoticum Boiss.","wild einkorn",,"Triticum","Monocot"
"TRBR6","Tradescantia brevifolia (Torr.) Rose","Trans-Pecos spiderwort",,"Tradescantia","Monocot"
"TRCA5","Trifolium campestre Schreb.","field clover",,"Trifolium","Dicot"
"TRCAW2","Tripterocalyx carneus (Greene) L.A. Galloway var. wootonii (Standl.) L.A. Galloway","Wooton's sandpuffs",,"Tripterocalyx","Dicot"
"TRCE3","Trichophorum cespitosum (L.) Hartm.","tufted bulrush",,"Trichophorum","Monocot"
"TRCO19","Triglochin concinna Burtt Davy","slender arrowgrass",,"Triglochin","Monocot"
"TRCR15","Trifolium cryptopodium Steud. ex A. Rich.",,,"Trifolium","Dicot"
"TRCRM","Triteleia crocea (Alph. Wood) Greene var. modesta (H.M. Hall) Hoover","yellow triteleia",,"Triteleia","Monocot"
