"scientific_name","common_name","state_code","designation","source","designation_db","gs_name","fetched_at"
"Lonicera tatarica","Tatarian honeysuckle","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Lonicera tatarica",2026-01-22 18:30:31.462679
"Lonicera xylosteum","Dwarf honeysuckle","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Lonicera xylosteum",2026-01-22 18:30:31.462679
"Lychnis flos-cuculi","Ragged robin","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Lychnis flos-cuculi",2026-01-22 18:30:31.462679
"Lysimachia nummularia","Moneywort","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Lysimachia nummularia",2026-01-22 18:30:31.462679
"Lysimachia vulgaris","Garden loosestrife","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Lysimachia vulgaris",2026-01-22 18:30:31.462679
"Marsilea quadrifolia","European waterclover","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Marsilea quadrifolia",2026-01-22 18:30:31.462679
"Miscanthus sinensis","Eulalia","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Miscanthus sinensis",2026-01-22 18:30:31.462679
"Myriophyllum aquaticum","Parrotfeather","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Myriophyllum aquaticum",2026-01-22 18:30:31.462679
"Wisteria floribunda","Japanese wisteria","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Wisteria floribunda",2026-01-22 18:30:31.462679
"Wisteria sinensis","Chinese wisteria","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Wisteria sinensis",2026-01-22 18:30:31.462679
"Elymus repens","Quackgrass","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Elymus repens",2026-01-22 18:30:31.462679
"Sonchus arvensis","Perennial sowthistle","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Sonchus arvensis",2026-01-22 18:30:31.462679
"Cirsium arvense","Canada thistle","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Cirsium arvense",2026-01-22 18:30:31.462679
"Cirsium vulgare","Bull thistle","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Cirsium vulgare",2026-01-22 18:30:31.462679
"Convolvulus arvensis","Field bindweed","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Convolvulus arvensis",2026-01-22 18:30:31.462679
"Solanum carolinense","Horsenettle","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Solanum carolinense",2026-01-22 18:30:31.462679
"Euphorbia esula","Leafy spurge","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Euphorbia esula",2026-01-22 18:30:31.462679
"Cardaria draba","Hoary cress","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Cardaria draba",2026-01-22 18:30:31.462679
"Acroptilon repens","Russian knapweed","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Acroptilon repens",2026-01-22 18:30:31.462679
"Rhamnus cathartica","Common buckthorn","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Rhamnus cathartica",2026-01-22 18:30:31.462679
"Rosa multiflora","Multiflora rose","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Rosa multiflora",2026-01-22 18:30:31.462679
"Amaranthus palmeri","Palmer amaranth","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Amaranthus palmeri",2026-01-22 18:30:31.462679
"Tribulus terrestris","Puncturevine","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Tribulus terrestris",2026-01-22 18:30:31.462679
"Dipsacus fullonum","Common teasel","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Dipsacus fullonum",2026-01-22 18:30:31.462679
"Sorghum bicolor","Shattercane","IA","Primary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Sorghum bicolor",2026-01-22 18:30:31.462679
"Abutilon theophrasti","Velvetleaf","IA","Secondary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Abutilon theophrasti",2026-01-22 18:30:31.462679
"Xanthium strumarium","Common cocklebur","IA","Secondary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Xanthium strumarium",2026-01-22 18:30:31.462679
"Sinapis arvensis","Wild mustard","IA","Secondary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Sinapis arvensis",2026-01-22 18:30:31.462679
"Daucus carota","Wild carrot","IA","Secondary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Daucus carota",2026-01-22 18:30:31.462679
"Plantago lanceolata","Buckhorn plantain","IA","Secondary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Plantago lanceolata",2026-01-22 18:30:31.462679
"Rumex acetosella","Sheep sorrel","IA","Secondary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Rumex acetosella",2026-01-22 18:30:31.462679
"Rumex crispus","Curly dock","IA","Secondary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Rumex crispus",2026-01-22 18:30:31.462679
"Rumex altissimus","Smooth dock","IA","Secondary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Rumex altissimus",2026-01-22 18:30:31.462679
"Conium maculatum","Poison hemlock","IA","Secondary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Conium maculatum",2026-01-22 18:30:31.462679
"Helianthus annuus","Wild sunflower","IA","Secondary Noxious","Iowa DNR / Iowa Code Chapter 317","Invasive","Helianthus annuus",2026-01-22 18:30:31.462679
"Elaeagnus umbellata","Autumn olive","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Elaeagnus umbellata",2026-01-22 18:30:31.462679
"Bromus tectorum","Cheatgrass","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Bromus tectorum",2026-01-22 18:30:31.462679
"Ulmus parvifolia","Chinese elm","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Ulmus parvifolia",2026-01-22 18:30:31.462679
"Arctium minus","Common burdock","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Arctium minus",2026-01-22 18:30:31.462679
"Coronilla varia","Crown vetch","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Coronilla varia",2026-01-22 18:30:31.462679
"Hesperis matronalis","Dames rocket","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Hesperis matronalis",2026-01-22 18:30:31.462679
"Lonicera maackii","Amur honeysuckle","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Lonicera maackii",2026-01-22 18:30:31.462679
"Lonicera morrowii","Morrows honeysuckle","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Lonicera morrowii",2026-01-22 18:30:31.462679
"Lonicera tatarica","Tatarian honeysuckle","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Lonicera tatarica",2026-01-22 18:30:31.462679
"Alliaria petiolata","Garlic mustard","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Alliaria petiolata",2026-01-22 18:30:31.462679
"Heracleum mantegazzianum","Giant hogweed","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Heracleum mantegazzianum",2026-01-22 18:30:31.462679
"Berberis thunbergii","Japanese barberry","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Berberis thunbergii",2026-01-22 18:30:31.462679
"Polygonum cuspidatum","Japanese knotweed","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Polygonum cuspidatum",2026-01-22 18:30:31.462679
"Centaurea stoebe","Spotted knapweed","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Centaurea stoebe",2026-01-22 18:30:31.462679
"Pueraria montana","Kudzu","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Pueraria montana",2026-01-22 18:30:31.462679
"Carduus nutans","Musk thistle","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Carduus nutans",2026-01-22 18:30:31.462679
"Celastrus orbiculatus","Oriental bittersweet","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Celastrus orbiculatus",2026-01-22 18:30:31.462679
"Ligustrum vulgare","European privet","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Ligustrum vulgare",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Phalaris arundinacea","Reed canary grass","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Phalaris arundinacea",2026-01-22 18:30:31.462679
"Elaeagnus angustifolia","Russian olive","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Elaeagnus angustifolia",2026-01-22 18:30:31.462679
"Tamarix ramosissima","Saltcedar","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Tamarix ramosissima",2026-01-22 18:30:31.462679
"Lespedeza cuneata","Sericea lespedeza","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Lespedeza cuneata",2026-01-22 18:30:31.462679
"Ulmus pumila","Siberian elm","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Ulmus pumila",2026-01-22 18:30:31.462679
"Ailanthus altissima","Tree of heaven","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Ailanthus altissima",2026-01-22 18:30:31.462679
"Morus alba","White mulberry","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Morus alba",2026-01-22 18:30:31.462679
"Pastinaca sativa","Wild parsnip","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Pastinaca sativa",2026-01-22 18:30:31.462679
"Euonymus alatus","Burning bush","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Euonymus alatus",2026-01-22 18:30:31.462679
"Centaurea solstitialis","Yellow star thistle","IA","Invasive","Iowa DNR / Iowa Code Chapter 317","Invasive","Centaurea solstitialis",2026-01-22 18:30:31.462679
"Peganum harmala","African rue","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Peganum harmala",2026-01-22 18:30:31.462679
"Aegilops triuncialis","Barbed goatgrass","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Aegilops triuncialis",2026-01-22 18:30:31.462679
"Alhagi pseudalhagi","Camelthorn","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Alhagi pseudalhagi",2026-01-22 18:30:31.462679
"Delairea odorata","Cape ivy","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Delairea odorata",2026-01-22 18:30:31.462679
"Tussilago farfara","Coltsfoot","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Tussilago farfara",2026-01-22 18:30:31.462679
"Spartina anglica","Common cordgrass","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Spartina anglica",2026-01-22 18:30:31.462679
"Hydrocharis morsus-ranae","Common frogbit","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Hydrocharis morsus-ranae",2026-01-22 18:30:31.462679
"Sagittaria platyphylla","Delta arrowhead","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Sagittaria platyphylla",2026-01-22 18:30:31.462679
"Spartina densiflora","Dense flowered cordgrass","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Spartina densiflora",2026-01-22 18:30:31.462679
"Trapa natans","European water chestnut","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Trapa natans",2026-01-22 18:30:31.462679
"Butomus umbellatus","Flowering rush","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Butomus umbellatus",2026-01-22 18:30:31.462679
"Lysimachia vulgaris","Garden yellow loosestrife","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Lysimachia vulgaris",2026-01-22 18:30:31.462679
"Heracleum mantegazzianum","Giant hogweed","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Heracleum mantegazzianum",2026-01-22 18:30:31.462679
"Galega officinalis","Goatsrue","OR","List A","Oregon Dept of Agriculture Noxious Weed List","Invasive-High","Galega officinalis",2026-01-22 18:30:31.462679
"Rubus armeniacus","Armenian blackberry","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Rubus armeniacus",2026-01-22 18:30:31.462679
"Hedera hibernica","Atlantic ivy","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Hedera hibernica",2026-01-22 18:30:31.462679
"Acaena novae-zelandiae","Biddy-biddy","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Acaena novae-zelandiae",2026-01-22 18:30:31.462679
"Fallopia x bohemica","Bohemian knotweed","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Fallopia x",2026-01-22 18:30:31.462679
"Solanum rostratum","Buffalobur","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Solanum rostratum",2026-01-22 18:30:31.462679
"Cirsium vulgare","Bull thistle","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Cirsium vulgare",2026-01-22 18:30:31.462679
"Buddleja davidii","Butterfly bush","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Buddleja davidii",2026-01-22 18:30:31.462679
"Cirsium arvense","Canada thistle","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Cirsium arvense",2026-01-22 18:30:31.462679
"Anchusa officinalis","Common bugloss","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Anchusa officinalis",2026-01-22 18:30:31.462679
"Phragmites australis","Common reed","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Phragmites australis",2026-01-22 18:30:31.462679
"Crupina vulgaris","Common crupina","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Crupina vulgaris",2026-01-22 18:30:31.462679
"Rorippa sylvestris","Creeping yellowcress","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Rorippa sylvestris",2026-01-22 18:30:31.462679
"Dipsacus laciniatus","Cutleaf teasel","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Dipsacus laciniatus",2026-01-22 18:30:31.462679
"Linaria dalmatica","Dalmatian toadflax","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Linaria dalmatica",2026-01-22 18:30:31.462679
"Centaurea diffusa","Diffuse knapweed","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Centaurea diffusa",2026-01-22 18:30:31.462679
"Cuscuta spp","Dodder","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Cuscuta spp",2026-01-22 18:30:31.462679
"Rosa canina","Dog rose","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Rosa canina",2026-01-22 18:30:31.462679
"Isatis tinctoria","Dyers woad","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Isatis tinctoria",2026-01-22 18:30:31.462679
"Crataegus monogyna","English hawthorn","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Crataegus monogyna",2026-01-22 18:30:31.462679
"Hedera helix","English ivy","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Hedera helix",2026-01-22 18:30:31.462679
"Myriophyllum spicatum","Eurasian watermilfoil","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Myriophyllum spicatum",2026-01-22 18:30:31.462679
"Brachypodium sylvaticum","False brome","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Brachypodium sylvaticum",2026-01-22 18:30:31.462679
"Convolvulus arvensis","Field bindweed","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Convolvulus arvensis",2026-01-22 18:30:31.462679
"Genista monspessulana","French broom","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Genista monspessulana",2026-01-22 18:30:31.462679
"Alliaria petiolata","Garlic mustard","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Alliaria petiolata",2026-01-22 18:30:31.462679
"Fallopia sachalinensis","Giant knotweed","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Fallopia sachalinensis",2026-01-22 18:30:31.462679
"Arundo donax","Giant reed","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Arundo donax",2026-01-22 18:30:31.462679
"Ulex europaeus","Gorse","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Ulex europaeus",2026-01-22 18:30:31.462679
"Lepidium pubescens","Hairy whitetop","OR","List B","Oregon Dept of Agriculture Noxious Weed List","Invasive-Moderate","Lepidium pubescens",2026-01-22 18:30:31.462679
