"Symbol","Scientific Name","Duration","Growth Habit","Native Status","Invasive"
"ACPO4","Acalypha portoricensis MÃ¼ll. Arg.","","","",""
"ACCA3","Acalypha pringlei S. Watson","","","",""
"ACRA","Acalypha radians Torr.","","","",""
"ACRH","Acalypha rhomboidea Raf.","","","",""
"ACDE4","Acalypha rhomboidea Raf. var. deamii","","","",""
"ACSE","Acalypha setosa A. Rich.","","","",""
"ACVI","Acalypha virginica L.","","","",""
"ACDE4","Acalypha virginica L. var. deamii Weath.","","","",""
"ACGR2","Acalypha virginica L. var. gracilens","","","",""
"ACMO4","Acalypha virginica L. var. monococca","","","",""
"ACRH","Acalypha virginica L. var. rhomboidea","","","",""
"ACWI","Acalypha wilkesiana MÃ¼ll. Arg.","","","",""
"ERSE2","Acamptoclados sessilispicus","","","",""
"ACAMP","Acamptopappus","","","",""
"ACSH","Acamptopappus shockleyi A. Gray","","","",""
"ACSPS2","Acamptopappus sphaerocephalus","","","",""
"ACSP","Acamptopappus sphaerocephalus","","","",""
"ACSPH","Acamptopappus sphaerocephalus","","","",""
"ACANT6","Acanthocereus","","","",""
"ACTE4","Acanthocereus floridanus Small ex Britton & Rose","","","",""
"ACTE4","Acanthocereus pentagonus","","","",""
"ACTE4","Acanthocereus tetragonus","","","",""
"AMAC","Acanthochiton wrightii Torr.","","","",""
"WICA4","Acanthocladium carlottae Schof.","","","",""
"CHCO6","Acanthogonum corrugatum Torr.","","","",""
"CHPOL","Acanthogonum polygonoides","","","",""
"CHPOP5","Acanthogonum polygonoides","","","",""
"CHRI","Acanthogonum rigidum Torr.","","","",""
"ACANT2","Acanthomintha","","","",""
"ACDU2","Acanthomintha duttonii","","","",""
"ACIL","Acanthomintha ilicifolia","","","",""
"ACLA2","Acanthomintha lanceolata Curran","","","",""
"ACOB","Acanthomintha obovata Jeps.","","","",""
"ACOBC","Acanthomintha obovata Jeps. ssp. cordata Jokerst","","","",""
"ACDU2","Acanthomintha obovata Jeps. ssp. duttonii Abrams","","","",""
"ACOBO","Acanthomintha obovata Jeps. ssp. obovata","","","",""
"ELSE5","Acanthopanax senticosus","","","",""
"ELPE6","Acanthopanax sieboldianus Makino","","","",""
"ACANT3","Acanthospermum Schrank","","","",""
"ACAU2","Acanthospermum australe","","","",""
"ACHI","Acanthospermum hispidum DC.","","","",""
"ACHU","Acanthospermum humile","","","",""
"ACAU2","Acanthospermum xanthioides DC.","","","",""
"XASP2","Acanthoxanthium spinosum","","","",""
"ACANT7","Acanthus L.","","","",""
"ACEB3","Acanthus ebracteatus Vahl","","","",""
"ACEB3","Acanthus ilicifolius L. var. ebracteatus","","","",""
"ACMO8","Acanthus mollis L.","","","",""
"ACPO10","Acanthus polystachyus Delile","","","",""
"ACPOP","Acanthus polystachyus Delile var. pseudopubescens Cufod.","","","",""
"ACPOP","Acanthus pubescens Engl.","","","",""
"ACSP7","Acanthus spinosus L.","","","",""
"ACSY","Acanthus syriacus Boiss.","","","",""
"ACARO2","Acarospora A. Massal.","","","",""
"ACAE","Acarospora aeruginosa Hasse","","","",""
"ACSC5","Acarospora albida H. Magn.","","","",""
"ACAL13","Acarospora albomarginata","","","",""
"ACSC5","Acarospora amabilis H. Magn.","","","",""
"ACAM5","Acarospora americana H. Magn.","","","",""
"ACAM7","Acarospora amphibola Wedd.","","","",""
"ACAP","Acarospora applanata H. Magn.","","","",""
"ACAR8","Acarospora arenacea H. Magn.","","","",""
"ACAR9","Acarospora arenosa Herre","","","",""
"ACAS3","Acarospora asahinae H. Magn.","","","",""
"ACAS4","Acarospora asperata H. Magn.","","","",""
"ACBA4","Acarospora badiofusca","","","",""
"ACSC5","Acarospora bella","","","",""
"ACBA4","Acarospora boulderensis H. Magn.","","","",""
"ACBU2","Acarospora bullata Anzi","","","",""
"ACCA14","Acarospora caesiofusca","","","",""
"ACCA15","Acarospora californica Zahlbr.","","","",""
"ACCA16","Acarospora canadensis H. Magn.","","","",""
"ACCA17","Acarospora carnegiei Zahlbr.","","","",""
"ACFU2","Acarospora cartilaginea H. Magn.","","","",""
"ACCE","Acarospora cervina A. Massal.","","","",""
"PLCH4","Acarospora chlorophana","","","",""
"ACSC5","Acarospora chrysops","","","",""
"ACCI2","Acarospora cinereoalba","","","",""
"ACCI4","Acarospora citrina","","","",""
"ACCL6","Acarospora clauzadeana","","","",""
"ACCO10","Acarospora coloradiana H. Magn.","","","",""
"ACCO11","Acarospora complanata H. Magn.","","","",""
"ACSC5","Acarospora contigua H. Magn.","","","",""
"ACDE9","Acarospora desolata H. Magn.","","","",""
"ACDI4","Acarospora dispersa H. Magn.","","","",""
"ACSC5","Acarospora dissipata H. Magn.","","","",""
"ACEL2","Acarospora elevata H. Magn.","","","",""
"ACSC5","Acarospora epilutescens Zahlbr.","","","",""
"PLCH4","Acarospora erythrophora H. Magn.","","","",""
"ACSC5","Acarospora evoluta H. Magn.","","","",""
"PLFL4","Acarospora flava","","","",""
"ACFU2","Acarospora fuscata","","","",""
"ACFU3","Acarospora fuscescens H. Magn.","","","",""
"ACGA2","Acarospora gallica H. Magn.","","","",""
"ACGE4","Acarospora geogena H. Magn.","","","",""
"ACGE4","Acarospora geophila H. Magn.","","","",""
"ACGL2","Acarospora glaucocarpa","","","",""
"ACOL","Acarospora glebosa","","","",""
"ACHA3","Acarospora hassei Herre","","","",""
"ACHE6","Acarospora heppii","","","",""
"ACHE7","Acarospora heufleriana KÃ¶rb.","","","",""
"ACHI6","Acarospora hilaris","","","",""
"ACIM2","Acarospora immersa Fink","","","",""
"ACIM3","Acarospora impressula Th. Fr.","","","",""
"PLCH4","Acarospora incertula H. Magn.","","","",""
"ACIN5","Acarospora instrata H. Magn.","","","",""
"ACSC5","Acarospora intercedens H. Magn.","","","",""
"ACIN6","Acarospora interjecta H. Magn.","","","",""
"ACIN7","Acarospora interposita H. Magn.","","","",""
"ACIN8","Acarospora interspersa H. Magn.","","","",""
"POLA18","Acarospora lapponica","","","",""
"ACMA10","Acarospora macrospora","","","",""
"ACMO6","Acarospora molybdina","","","",""
"ACRU5","Acarospora montana H. Magn.","","","",""
"ACNE7","Acarospora nevadensis H. Magn.","","","",""
"ACNI6","Acarospora nigromarginata de Lesd.","","","",""
"ACNI7","Acarospora nitida H. Magn.","","","",""
"ACNO6","Acarospora nodulosa","","","",""
"ACNON","Acarospora nodulosa","","","",""
"ACRE7","Acarospora nodulosa","","","",""
"PLCH4","Acarospora novomexicana H. Magn.","","","",""
"ACOB4","Acarospora obnubila H. Magn.","","","",""
"ACOB5","Acarospora obpallens H. Magn.","","","",""
"ACCO11","Acarospora obscura H. Magn.","","","",""
"ACSC5","Acarospora ocellata H. Magn.","","","",""
"ACOL","Acarospora oligospora","","","",""
"PLFL4","Acarospora oxytona","","","",""
"ACPA7","Acarospora particularis H. Magn.","","","",""
"ACPE6","Acarospora peliscypha Th. Fr.","","","",""
"ACPE7","Acarospora peltastica Zahlbr.","","","",""
"ACPY2","Acarospora pyrenopsoides H. Magn.","","","",""
"ACRA4","Acarospora radicata H. Magn.","","","",""
"ACRE7","Acarospora reagens Zahlbr.","","","",""
"ACSC5","Acarospora rhabarbarina Hue","","","",""
"ACSC5","Acarospora rimulosa H. Magn.","","","",""
"ACSC5","Acarospora rubicunda H. Magn.","","","",""
"ACSM2","Acarospora rufescens","","","",""
"ACRU5","Acarospora rugulosa KÃ¶rb.","","","",""
"ACSA6","Acarospora saepincola H. Magn.","","","",""
"GLSC","Acarospora saxicola Fink","","","",""
"GLSC","Acarospora scabra","","","",""
"ACSC4","Acarospora scabrida Hedl. ex H. Magn.","","","",""
"ACSC5","Acarospora schleicheri","","","",""
"ACSC6","Acarospora scotica Hue","","","",""
"ACSI4","Acarospora sinopica","","","",""
"ACSM2","Acarospora smaragdula","","","",""
"ACSO2","Acarospora socialis H. Magn.","","","",""
"ACSP6","Acarospora sparsa H. Magn.","","","",""
"ACFU2","Acarospora squamulosa","","","",""
"ACMA10","Acarospora squamulosa sensu Th. Fr.","","","",""
"ACST2","Acarospora stapfiana","","","",""
"LEST10","Acarospora stenospora","","","",""
"ACST3","Acarospora strigata","","","",""
"ACSC5","Acarospora subalbida H. Magn.","","","",""
"ACSC5","Acarospora subcontigua H. Magn.","","","",""
"POLA18","Acarospora subfuscescens","","","",""
"ACSU5","Acarospora succedens H. Magn.","","","",""
"ACSU6","Acarospora superfusa H. Magn.","","","",""
"ACTE5","Acarospora tenebrica H. Magn.","","","",""
"ACTE6","Acarospora terricola H. Magn.","","","",""
"PLCH4","Acarospora texana H. Magn.","","","",""
"ACTH4","Acarospora thamnina","","","",""
"ACTH5","Acarospora thelococcoides","","","",""
"ACTH6","Acarospora thermophila Herre","","","",""
"ACTO4","Acarospora tongleti Hue","","","",""
"ACTU2","Acarospora tucsonensis H. Magn.","","","",""
"ACUT","Acarospora utahensis H. Magn.","","","",""
"ACTO4","Acarospora variegata H. Magn.","","","",""
"ACVE4","Acarospora veronensis A. Massal.","","","",""
"ACWA2","Acarospora washingtonensis H. Magn.","","","",""
"PLCH4","Acarospora weldensis H. Magn.","","","",""
"ACSC5","Acarospora xanthophana","","","",""
"ACAUL","Acaulon MÃ¼ll. Hal.","","","",""
"LOIM","Acaulon megalosporum Grout","","","",""
"ACMU5","Acaulon muticum","","","",""
"ACMUM","Acaulon muticum","","","",""
"ACMUR","Acaulon muticum","","","",""
"ACMUM","Acaulon rubrum Grout","","","",""
"ACMUR","Acaulon rufescens A. Jaeger","","","",""
"LOIM","Acaulon runyoni Grout","","","",""
"ACSC8","Acaulon schimperianum","","","",""
"ACTR4","Acaulon triquetrum","","","",""
"ACER","Acer L.","","","",""
"ACFL","Acer barbatum Michx. p.p.","","","",""
"ACFL","Acer barbatum Michx. var. longii","","","",""
"ACFL","Acer barbatum Michx. var. villipes","","","",""
"ACGRS","Acer brachypterum Wooton & Standl.","","","",""
"ACBU4","Acer buergerianum Miq.","","","",""
"ACCA5","Acer campestre L.","","","",""
"ACRUT","Acer carolinianum Walter","","","",""
"ACCI","Acer circinatum Pursh","","","",""
"ACCI5","Acer cissifolium","","","",""
"ACSA2","Acer dasycarpum Ehrh.","","","",""
"ACDI12","Acer diabolicum Blume ex K. Koch [excluded]","","","",""
"ACGLD3","Acer diffusum Greene","","","",""
"ACGLD4","Acer douglasii Hook.","","","",""
"ACRUD","Acer drummondii Hook. & Arn. ex Nutt.","","","",""
"ACFL","Acer floridanum","","","",""
"ACFL","Acer floridanum","","","",""
"ACFL","Acer floridanum","","","",""
"ACGI","Acer ginnala Maxim.","","","",""
"ACGL","Acer glabrum Torr.","","","",""
"ACGLD3","Acer glabrum Torr. ssp. diffusum","","","",""
"ACGLD4","Acer glabrum Torr. ssp. douglasii","","","",""
"ACGLN2","Acer glabrum Torr. ssp. neomexicanum","","","",""
"ACGLT2","Acer glabrum Torr. ssp. torreyi","","","",""
"ACGLD3","Acer glabrum Torr. var. diffusum","","","",""
"ACGLD4","Acer glabrum Torr. var. douglasii","","","",""
"ACGLG2","Acer glabrum Torr. var. glabrum","","","",""
"ACGLG","Acer glabrum Torr. var. greenei Keller","","","",""
"ACGLN2","Acer glabrum Torr. var. neomexicanum","","","",""
"ACGLN2","Acer glabrum Torr. var. parviflorum A.E. Murray","","","",""
"ACGLT2","Acer glabrum Torr. var. torreyi","","","",""
"ACGLG2","Acer glabrum Torr. var. tripartitum","","","",""
"ACGLG2","Acer glabrum Torr. var. typicum","","","",""
"ACGR3","Acer grandidentatum Nutt.","","","",""
"ACGRS","Acer grandidentatum Nutt. var. brachypterum","","","",""
"ACGRG","Acer grandidentatum Nutt. var. grandidentatum","","","",""
"ACGRS","Acer grandidentatum Nutt. var. sinuosum","","","",""
"ACGR14","Acer griseum","","","",""
"ACNEI2","Acer interius Britton","","","",""
"ACJA2","Acer japonicum Thurb.","","","",""
"ACLE","Acer leucoderme Small","","","",""
"ACLE2","Acer leucoderme Ã— saccharum [unnamed hybrid]","","","",""
"ACMA3","Acer macrophyllum Pursh","","","",""
"ACNE2","Acer negundo L.","","","",""
"ACNEC2","Acer negundo L. ssp. californicum","","","",""
"ACNEI2","Acer negundo L. ssp. interius","","","",""
"ACNET","Acer negundo L. ssp. latifolium","","","",""
"ACNEA","Acer negundo L. var. arizonicum Sarg.","","","",""
"ACNEC2","Acer negundo L. var. californicum","","","",""
"ACNEI2","Acer negundo L. var. interius","","","",""
"ACNEN","Acer negundo L. var. negundo","","","",""
"ACNET","Acer negundo L. var. texanum Pax","","","",""
"ACNEN","Acer negundo L. var. variegatum Jacques","","","",""
"ACNEV","Acer negundo L. var. violaceum","","","",""
"ACGLN2","Acer neomexicanum Greene","","","",""
"ACNI5","Acer nigrum Michx. f.","","","",""
"ACFL","Acer nigrum Michx. f. var. floridanum","","","",""
"ACSAS","Acer nigrum Michx. f. var. glaucum","","","",""
"ACLE","Acer nigrum Michx. f. var. leucoderme","","","",""
"ACNI5","Acer nigrum Michx. f. var. palmeri Sarg.","","","",""
"ACSAS","Acer nigrum Michx. f. var. saccharophorum","","","",""
"ACOPO","Acer obtusatum Waldst. & Kit. ex Willd.","","","",""
"ACOP3","Acer opalus Mill.","","","",""
"ACOPO","Acer opalus Mill. ssp. obtusatum","","","",""
"ACPA2","Acer palmatum Thunb.","","","",""
"ACPE","Acer pensylvanicum L.","","","",""
"ACPL","Acer platanoides L.","","","",""
"ACPL","Acer platanoides L. var. schwedleri G. Nicholson","","","",""
"ACPS","Acer pseudoplatanus L.","","","",""
"ACRU","Acer rubrum L.","","","",""
"ACRUD","Acer rubrum L. ssp. drummondii","","","",""
"ACRUD","Acer rubrum L. var. drummondii","","","",""
"ACRUR","Acer rubrum L. var. rubrum","","","",""
"ACRUR","Acer rubrum L. var. tomentosum Tausch","","","",""
"ACRUT","Acer rubrum L. var. tridens Alph. Wood","","","",""
"ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","","","",""
"ACSA2","Acer saccharinum L.","","","",""
"ACFL","Acer saccharinum L. var. floridanum Chapm.","","","",""
"ACSA2","Acer saccharinum L. var. laciniatum Pax","","","",""
"ACSA2","Acer saccharinum L. var. wieri Rehder","","","",""
"ACSA3","Acer saccharum Marshall","","","",""
"ACGRS","Acer saccharum Marshall ssp. brachypterum","","","",""
"ACFL","Acer saccharum Marshall ssp. floridanum","","","",""
"ACGRG","Acer saccharum Marshall ssp. grandidentatum","","","",""
"ACLE","Acer saccharum Marshall ssp. leucoderme","","","",""
"ACNI5","Acer saccharum Marshall ssp. nigrum","","","",""
"ACSAS2","Acer saccharum Marshall ssp. ozarkense A.E. Murray","","","",""
"ACSAS2","Acer saccharum Marshall ssp. schneckii","","","",""
"ACFL","Acer saccharum Marshall var. floridanum","","","",""
"ACSAS","Acer saccharum Marshall var. glaucum","","","",""
"ACGRG","Acer saccharum Marshall var. grandidentatum","","","",""
"ACLE","Acer saccharum Marshall var. leucoderme","","","",""
"ACNI5","Acer saccharum Marshall var. nigrum","","","",""
"ACSAS","Acer saccharum Marshall var. rugellii","","","",""
"ACSAS","Acer saccharum Marshall var. saccharum","","","",""
"ACSAS2","Acer saccharum Marshall var. schneckii Rehder","","","",""
"ACGRS","Acer saccharum Marshall var. sinuosum","","","",""
"ACNI5","Acer saccharum Marshall var. viride","","","",""
"ACGRS","Acer sinuosum Rehder","","","",""
"ACSP2","Acer spicatum Lam.","","","",""
"ACRUR","Acer stenocarpum Britton","","","",""
"ACTA80","Acer tataricum L.","","","",""
"ACGI","Acer tataricum L. ssp. ginnala","","","",""
"ACTAT2","Acer tataricum L. var. torminaloides Pax","","","",""
"ACGLT2","Acer torreyi Greene","","","",""
"ACGLG2","Acer tripartitum Nutt. ex Torr. & A. Gray","","","",""
"ACFR","Acer Ã—freemanii A.E. Murray","","","",""
"ACLE2","Acer Ã—senecaense Slavin, nom. inval.","","","",""
"ASST","Acerates angustifolia","","","",""
"ASEN","Acerates auriculata Engelm. ex Torr.","","","",""
"ASLO","Acerates delticola Small","","","",""
"ASLO","Acerates floridana","","","",""
"ASHI","Acerates hirtella Pennell","","","",""
"ASLA3","Acerates lanuginosa","","","",""
"ASLO","Acerates longifolia","","","",""
"ASVI","Acerates viridiflora","","","",""
"ASVI","Acerates viridiflora","","","",""
"ASVI","Acerates viridiflora","","","",""
"RUACA2","Acetosa alpestris","","","",""
"RULA9","Acetosa alpestris","","","",""
"RUPAG2","Acetosa gracilescens","","","",""
"RULA9","Acetosa lapponica","","","",""
"RUOB","Acetosa oblongifolia","","","",""
"RUACA2","Acetosa pratensis Mill. ssp. alpestris","","","",""
"RUAC3","Acetosella acetosella","","","",""
"OXCO","Acetosella corniculata","","","",""
"RUGR2","Acetosella graminifolia","","","",""
"RUPAP","Acetosella paucifolia","","","",""
"RUAC3","Acetosella tenuifolia","","","",""
"RUAC3","Acetosella vulgaris Fourr.","","","",""
"ERVE13","Achaetogeron chihuahuensis Larsen","","","",""
"ERVE13","Achaetogeron versicolor Greenm.","","","",""
"ACHIL","Achillea L.","","","",""
"ACAE2","Achillea aegyptiaca L.","","","",""
"ACAG","Achillea ageratifolia","","","",""
"ACAG3","Achillea ageratum L.","","","",""
"ACMIA","Achillea alpicola","","","",""
"ACAL17","Achillea alpina L.","","","",""
"ACMIO","Achillea angustissima Rydb.","","","",""
"ACMIA2","Achillea arenicola A. Heller","","","",""
"ACMIO","Achillea aspleniifolia auct. non Vent.","","","",""
"ACBI6","Achillea biserrata M. Bieb.","","","",""
"ACMIB","Achillea borealis Bong.","","","",""
"ACMIA2","Achillea borealis Bong. ssp. arenicola","","","",""
"ACMIC","Achillea borealis Bong. ssp. californica","","","",""
"ACMIB","Achillea borealis Bong. ssp. typica D.D. Keck","","","",""
"ACMIA2","Achillea borealis Bong. var. arenicola","","","",""
"ACMIC","Achillea borealis Bong. var. californica","","","",""
"ACMIC","Achillea californica Pollard","","","",""
"ACCA29","Achillea cartilaginea Ledeb. ex Rchb.","","","",""
"ACCH6","Achillea chrysocoma Friv.","","","",""
"ACCL3","Achillea clavennae L.","","","",""
"ACCL4","Achillea clusiana Tausch","","","",""
"ACCL5","Achillea clypeolata Sm.","","","",""
"ACCO19","Achillea collina Becker ex Rchb.","","","",""
"ACCO20","Achillea conferta DC.","","","",""
"ACCR3","Achillea crithmifolia Waldst. & Kit.","","","",""
"ACDI6","Achillea dentifera DC.","","","",""
"ACDI6","Achillea distans Waldst. & Kit. ex Willd.","","","",""
"ACDIT","Achillea distans Waldst. & Kit. ex Willd. ssp. tanacetifolia","","","",""
"ACMIO","Achillea eradiata Piper","","","",""
"ACER7","Achillea erba-rotta All.","","","",""
"ACERR","Achillea erba-rotta All. ssp. rupestris","","","",""
"ACFI","Achillea filipendulina Lam.","","","",""
"ACMIA","Achillea fusca Rydb.","","","",""
"ACMIG","Achillea gigantea Pollard","","","",""
"ACMIO","Achillea gracilis Raf.","","","",""
"ACGR12","Achillea grandifolia Friv.","","","",""
"ACIM6","Achillea impatiens L.","","","",""
"ACMIO","Achillea lanulosa Nutt.","","","",""
"ACMIA","Achillea lanulosa Nutt. ssp. alpicola","","","",""
"ACMIO","Achillea lanulosa Nutt. ssp. typica D.D. Keck","","","",""
"ACMIA","Achillea lanulosa Nutt. var. alpicola Rydb.","","","",""
"ACMIO","Achillea lanulosa Nutt. var. arachnoidea Lunell","","","",""
"ACMIO","Achillea lanulosa Nutt. var. eradiata","","","",""
"ACMIO","Achillea laxiflora Pollard & Cockerell","","","",""
"ACLI2","Achillea ligustica All.","","","",""
"ACLI7","Achillea lingulata Waldst. & Kit.","","","",""
"ACMA15","Achillea macrocephala Rupr.","","","",""
"ACMA13","Achillea macrophylla L.","","","",""
"ACMIM2","Achillea magna auct.","","","",""
"ACMI2","Achillea millefolium L.","","","",""
"ACMIB","Achillea millefolium L. ssp. atrotegula B. Boivin","","","",""
"ACMIB","Achillea millefolium L. ssp. borealis","","","",""
"ACMIO","Achillea millefolium L. ssp. lanulosa","","","",""
"ACMIO","Achillea millefolium L. ssp. occidentalis","","","",""
"ACMIO","Achillea millefolium L. ssp. pallidotegula B. Boivin","","","",""
"ACMIA","Achillea millefolium L. var. alpicola","","","",""
"ACMIA2","Achillea millefolium L. var. arenicola","","","",""
"ACMIO","Achillea millefolium L. var. aspleniifolia","","","",""
"ACMIB","Achillea millefolium L. var. borealis","","","",""
"ACMIC","Achillea millefolium L. var. californica","","","",""
"ACMIB","Achillea millefolium L. var. fulva B. Boivin","","","",""
"ACMIA","Achillea millefolium L. var. fusca","","","",""
"ACMIG","Achillea millefolium L. var. gigantea","","","",""
"ACMIO","Achillea millefolium L. var. gracilis","","","",""
"ACMIO","Achillea millefolium L. var. lanulosa","","","",""
"ACMIL2","Achillea millefolium L. var. litoralis Ehrend. ex Nobs","","","",""
"ACMIA2","Achillea millefolium L. var. maritima Jeps.","","","",""
"ACMIM5","Achillea millefolium L. var. megacephala","","","",""
